,category1,category2,store_name,address,tel
265,식품접객업,휴게음식점,피포커피,서울 마포구 연남로1길 39 1층 피포커피,01057111753
266,식품접객업,제과점,"달콤,한 상자","경기 고양시 덕양구 무원로36번길 12 1층 일부 달콤,한상자",01048002442
267,식품접객업,일반음식점,평안도 식당,경기 고양시 덕양구 일영로 228 104/105호 평안도순대국,023814268
268,식품접객업,휴게음식점,스말커피,경기 고양시 덕양구 호국로716번길 17 1층 1부호 스말커피,01087797781
269,식품접객업,일반음식점,(주)서원 함평나비(무안)휴게소,전남 함평군 엄다면 무안광주고속도로 11 함평나비(무안)휴게소 식당가,0613248858
270,식품접객업,일반음식점,상당회관,충북 청주시 상당구 교동로3번길 35 1층 상당회관,0432551967
271,식품접객업,휴게음식점,브런치포유,전북 익산시 중앙로 125-23 1층 브런치포유,07078082487
272,기타,,한강유역환경청(테스트),경기 하남시 미사강변한강로 229 테스트,0317901111
273,식품접객업,일반음식점,서동관,경기 고양시 일산서구 호수로856번길 7-7 1층,0319227463
274,식품접객업,일반음식점,카페 차지소,서울 중구 동호로 272 디자인하우스 2층 카페차지소,0222627374
275,식품접객업,휴게음식점,빽다방군산대점,전북 군산시 황룡로 9 1층 빽다방군산대점,0634681357
276,기타,,노리파크 키즈카페,경북 영천시 망정1길 174 3층 301.302호 노리파크키즈카페,0543363431
277,식품접객업,휴게음식점,테이크아웃커피점,경기 고양시 덕양구 호수로71번길 113 토당동695-9,01038001263
278,식품접객업,휴게음식점,이엘카페,전남 목포시 평화로 105 이엘카페,01071087170
279,식품접객업,휴게음식점,샬롬카페,전북 군산시 공단대로 203 1층 샬롬카페,
280,식품접객업,일반음식점,(주)프로메나드,경기 고양시 덕양구 행주산성로120번길 43 프로메나드 캐슬,01039360013
281,기타,,진주업사이클공예교육지원센터(엣지라이프),경남 진주시 도동로184번길 14-1 1층,
282,식품접객업,일반음식점,삼겹세상 영천점,경북 영천시 영화로 374 삼겹세상,0543353900
283,식품접객업,휴게음식점,투썸플레이스 논산시청점,충남 논산시 시민로210번길 5 투썸플레이스 논산시청점,0417355642
284,식품접객업,일반음식점,화로부대찌개 by 주식당,경기 고양시 일산서구 장자길 72 1층 일부호 <화로부대찌개by주식당>,0319227675
285,식품접객업,기타,HYAMS(하얌스),전남 나주시 상야3길 17 휴로스센트럴 110호,0618208059
286,식품접객업,일반음식점,이가바지락칼국수,충북 제천시 고암로 66 ,0436456619
287,식품접객업,휴게음식점,빽다방전주효자LH점,전북 전주시 완산구 홍산로 160-3 1층  다방전주효자LH점,0637142119
288,식품접객업,일반음식점,테그42 제천 청전점,충북 제천시 청전대로 171 1층,0436461175
289,기타,,한길문고 나운점,전북 군산시 하나운로 38 2층 한길문고 ,0634633131
290,식품접객업,일반음식점,빽다방인천계양맛길점,인천 계양구 도두리로 33 상산빌딩 1층 102호 빽다방 인천계양맛길점,0325560602
291,식품접객업,휴게음식점,투썸플레이스 화순동구리호수공원점,전남 화순군 화순읍 진각로 326 투썸플레이스 화순동구리호수공원점,0613752501
292,식품접객업,휴게음식점,빽다방 쌍문세라믹점,서울 도봉구 도당로 10 105호,029955551
293,식품접객업,휴게음식점,빽다방 공릉역점,서울 노원구 동일로 1066 1층,029755550
294,식품접객업,휴게음식점,경주분황사점,경북 경주시 알천남로 322 구황동 883-110 (꿈나무어린이집),0547776070
295,식품접객업,휴게음식점,빽다방 경주 로데오점,경북 경주시 계림로 110-2 1층 (황오동 204-4),0547456070
296,식품접객업,일반음식점,빽다방 성남상대원금상점,경기 성남시 중원구 금상로96번길 2 104호,0317787663
297,식품접객업,일반음식점,주전자포차,경기 고양시 덕양구 무원로 40 1층 주전자포차 ,07087820982
298,식품접객업,휴게음식점,빽다방 정읍중앙점,전북 정읍시 새암길 40-1 빽다방 1층,0635322306
299,식품접객업,일반음식점,커피와요리하다,경기 파주시 동패로63번길 23 플래닛어스빌1층상가 ,0319410672
300,식품접객업,일반음식점,루츠커피,경북 안동시 일직면 풍일로 1989 F동,07041150405
301,식품접객업,일반음식점,죽이야기 동곤지암점,경기 광주시 곤지암읍 광여로 823 광여로 823 죽이야기 동곤지암점,0317978829
302,식품접객업,휴게음식점,59쌀피자,인천 서구 서달로163번길 4 114호,0325748200
303,식품접객업,일반음식점,킹즈락CC(삼성웰스토리),충북 제천시 내토로7길 136 킹즈락CC 웰스토리 사무실,0436409060
304,식품접객업,휴게음식점,서울특별시립장애인생산품판매시설,서울 양천구 목동서로 33 1층 행복플러스가게,0226474800
305,식품접객업,휴게음식점,카페로드,경북 칠곡군 왜관읍 왜관리 1425 카페로드,0549765700
306,식품접객업,휴게음식점,가비앤커피 ,충북 제천시 청전대로15길 68-1 가비앤커피 ,0436435744
307,식품접객업,휴게음식점,오산버드파크,경기 오산시 성호대로 141 오산버드파크,0319355757
308,기타,,참숯힐링스파,전북 군산시 신설4길 9 2층,0634638003
309,식품접객업,휴게음식점,투썸플레이스아일랜드리솜점,충남 태안군 안면읍 꽃지해안로 204 10동 1층,0416717140
310,식품접객업,휴게음식점,블레스롤,"대전 유성구 한밭대로492번길 7 1,2층",0428220692
311,식품접객업,일반음식점,크리츠 버거 강동역점,서울 강동구 천호대로 1111 1층 크리츠버거 강동역점,024740915
312,식품접객업,휴게음식점,차가네분식,전남 화순군 능주면 죽수길 89 나동 102호,0613731955
313,식품접객업,휴게음식점,카페포레스트(노원구청),서울 노원구 한글비석로12길 51-49 노원정원지원센터 카페포레스트,0221160597
314,식품접객업,일반음식점,청년다방제천중앙점,충북 제천시 의림대로16길 14 1층106호청년다방,0436448282
315,식품접객업,일반음식점,금성국밥,경북 경주시 금성로 389 1층 금성국밥,0547489898
316,식품접객업,일반음식점,초록과하늘사이,경기 시흥시 청룡저수지길 216 초록과하늘사이,0313146972
317,식품접객업,제과점,빵뜨락베이커리,충북 제천시 용두천로28길 1 빵뜨락베이커리,0436510085
318,식품접객업,일반음식점,라이크라이크,"경기 고양시 일산동구 무궁화로 8-19 삼라마이다스빌2차1층 101,102호 라이크라이크",0319073885
319,식품접객업,제과점,파리바게뜨 신정점,서울 양천구 신목로 34 현승빌딩 104호 105호,0226458200
320,식품접객업,일반음식점,컨츄리꼬꼬 ,충북 제천시 의병대로36길 21 화성상가 107호,01055841555
321,식품접객업,휴게음식점,은빛행복가게,서울 종로구 삼일대로 467 서울노인복지센터 1층 꿈나눔카페,0262208500
322,식품접객업,일반음식점,크라운호프 제천점,충북 제천시 신죽하로 83-22 1층 크라운호프 제천점,0436539689
323,식품접객업,일반음식점,딥커피,서울 마포구 동교로 209 용평빌딩 1층 딥커피,023232979
324,식품접객업,일반음식점,손수(SONSOO),서울 송파구 법원로 114 E동B123호,0222831598
325,식품접객업,일반음식점,무초프루토,전북 군산시 하나운안1길 39 2층 무초프루토,0634645412
326,기타,,멜론pc방,전남 화순군 화순읍 칠충로 83-20 담소그린빌상가1층,01043017600
327,식품접객업,휴게음식점,수경당,전남 강진군 작천면 박산1길 33 수경당,
328,식품접객업,일반음식점,보다나카페,전남 무안군 삼향읍 후광대로359번길 40 1층 1호 보다나 카페,07073110246
329,식품접객업,휴게음식점,예쁘오/F5,전북 군산시 풍문3길 37 예쁘오(F5),0634451172
330,식품접객업,휴게음식점,쿼드커피(QUAD COFFEE),경기 남양주시 다산순환로 20 현대프리미어캠퍼스 A동 지하1층 28호,0318708567
331,식품접객업,일반음식점,노송식당,충북 제천시 내토로43길 5 노송,0436474752
332,종합소매업,편의점,CU대화킨텍스장촌점,경기 고양시 일산서구 일산로803번길 6-4 1층 ,01042874310
333,식품접객업,일반음식점,전주콩나물국밥 청라4단지점 ,인천 서구 청라커낼로233번길 11 1층전주콩나물국밥 ,0325633898
334,식품접객업,휴게음식점,틈,대구 달서구 월곡로32길 10 1층 틈카페,0537161083
335,식품접객업,일반음식점,카페 레이업,서울 동대문구 전농동 60-258 2층 카페 레이업,07082447165
336,식품접객업,일반음식점,명원닭갈비,서울 성동구 성덕정길 131-1 1층 ,024694569
337,식품접객업,일반음식점,(주)청천,경기 고양시 일산서구 덕이로 213 팔당냉면,0319120400
338,식품접객업,휴게음식점,더벤티,경남 하동군 진교면 경충로 1051 3호,0559899808
339,식품접객업,일반음식점,모마,부산 남구 용소로14번길 8 2층 카페모마,07088262620
340,식품접객업,일반음식점,카페프로젝트이응,서울 동대문구 망우로18다길 28-4 1층 상가,01025270284
341,식품접객업,일반음식점,즐거운세상 인터불고 호텔지점,대구 수성구 팔현길 212 ,0536027282
342,식품접객업,일반음식점,나나랜드,서울 동대문구 고미술로 71 1층 106호 카페 나나랜드,0220885075
343,식품접객업,휴게음식점,배알도카페 니테오,전남 광양시 명당길 59-1 (배알도수변공원),01043100906
344,식품접객업,휴게음식점,카페파란문,경북 영주시 순흥면 소백로 2633 카페파란문,01088853104
345,식품접객업,기타,농도,울산 울주군 상북면 명촌길천로 23 ,0522641700
346,식품접객업,일반음식점,카페뉴욕,경기 안성시 공도읍 공도3로 12-9 카페뉴욕,07042061004
347,식품접객업,휴게음식점,아라마크주식회사,경북 포항시 남구 신항로 110 본관카페베네,0542900340
348,식품접객업,휴게음식점,엄지빈,전남 화순군 화순읍 진각로 168 엄지빈,
349,집단급식소,기타,제천시청구내식당운영협의회,충북 제천시 내토로 295 지하1층,0436414869
350,종합소매업,기타,영풍축산물판매장,대구 달서구 성서로72길 142 1층,0535830960
351,식품접객업,기타,엘림,충북 제천시 신죽하로 83-20 고암오네트 103동 1202호,
352,기타,,한우리장학회,충북 제천시 내토로 295 지하1층,0436415264
353,식품접객업,휴게음식점,한국방송통신대학교 소비자생활협동조합,서울 성동구 아차산로 12 1층 에버그린카페,024606739
354,식품접객업,일반음식점,한솔정육식당,대전 서구 둔산로 242 2층,0424721534
